ts_utc,node_id,node_label,zone,pm1_ug_m3,pm25_ug_m3,pm10_ug_m3,pm25_nowcast,co_ppm,co2_ppm,no2_ppb,temperature_c,humidity_pct,wind_speed_ms,wind_direction,pressure_hpa,rain_mm,wind_chill_c,aqi,aqi_pm25,aqi_pm10,aqi_co,aqi_nowcast,aqi_category,health_risk_score,event_active,event_type
2026-03-04T14:50:19.808004+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,20.4,30.6,96.5,38.5,1.88,481.8,28.5,22.2,59.3,4.26,49.6,908.2,0.0,22.2,91,91,72,21,108,Moderate,13.8,0,none
2026-03-04T14:50:20.327452+00:00,N5_Tokha,Tokha - Rural Rim,rural,8.4,13.6,67.2,21.0,1.0,468.8,21.7,17.3,84.4,2.13,99.1,909.8,5.18,17.3,59,59,57,11,73,Moderate,9.6,0,none
2026-03-04T14:50:35.866405+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,88.4,138.6,181.9,136.5,4.53,565.6,49.0,21.0,55.6,1.35,314.2,909.0,0.0,21.0,214,214,114,51,212,Very Unhealthy,28.6,0,none
2026-03-04T14:50:36.386554+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,295.5,473.3,735.4,445.2,17.53,543.8,55.1,20.8,55.9,2.54,284.5,910.2,0.0,20.8,500,500,500,214,500,Hazardous,74.1,1,waste_burning
2026-03-04T14:50:36.923751+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,50.6,80.8,110.7,87.9,2.95,508.7,32.3,20.4,62.3,3.87,21.4,909.8,0.0,20.4,169,169,79,34,174,Unhealthy,21.3,0,none
2026-03-04T14:50:37.443473+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,137.0,201.6,440.3,120.0,9.56,494.7,24.1,22.8,65.0,2.89,161.5,909.7,0.0,22.8,318,276,318,102,196,Hazardous,41.3,1,waste_burning
2026-03-04T14:50:37.966340+00:00,N5_Tokha,Tokha - Rural Rim,rural,10.6,17.8,98.2,19.4,1.08,460.2,9.7,18.6,67.8,1.5,101.9,911.2,0.0,18.6,72,67,72,12,70,Moderate,9.7,0,none
2026-03-04T14:50:53.499463+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,83.3,141.5,168.7,138.4,3.67,561.2,50.8,20.5,56.6,1.86,310.2,909.5,0.0,20.5,217,217,108,42,214,Very Unhealthy,28.4,0,none
2026-03-04T14:50:54.013126+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,71.0,112.8,205.7,278.9,3.58,528.1,40.1,19.5,49.5,1.94,260.2,910.4,0.0,19.5,191,191,126,41,407,Unhealthy,26.0,0,waste_burning
2026-03-04T14:50:54.534273+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,56.2,85.9,134.5,87.2,2.91,508.9,35.4,20.9,61.6,2.32,136.2,911.6,0.0,20.9,172,172,90,33,173,Unhealthy,22.2,0,none
2026-03-04T14:50:55.063170+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,105.8,190.1,419.2,155.0,9.38,503.7,28.5,22.1,63.2,3.49,176.8,912.0,0.0,22.1,293,265,293,100,230,Very Unhealthy,39.8,1,waste_burning
2026-03-04T14:50:55.582525+00:00,N5_Tokha,Tokha - Rural Rim,rural,16.3,27.5,95.3,23.4,0.74,449.8,5.0,18.4,64.8,1.43,295.5,912.2,0.0,18.4,85,85,71,8,78,Moderate,10.5,0,none
2026-03-14T13:20:53.830535+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,69.4,119.8,142.0,119.8,3.41,549.0,37.1,21.0,53.6,2.06,120.6,911.2,0.0,21.0,196,196,94,39,196,Unhealthy,24.7,0,none
2026-03-14T13:20:54.337675+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,73.8,125.4,170.7,125.4,2.52,538.6,31.0,20.1,50.7,0.0,90.6,910.2,0.0,20.1,200,200,109,29,200,Unhealthy,24.6,0,none
2026-03-14T13:20:54.845909+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,49.2,78.2,110.8,78.2,2.34,494.7,27.9,21.5,60.7,2.63,209.9,910.1,0.0,21.5,167,167,79,27,167,Unhealthy,20.4,0,none
2026-03-14T13:20:55.352021+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,24.4,40.5,70.7,40.5,1.64,465.5,23.5,22.7,63.4,4.36,277.5,910.4,0.0,22.7,113,113,59,19,113,Unhealthy for Sensitive Groups,14.5,0,none
2026-03-14T13:20:55.855556+00:00,N5_Tokha,Tokha - Rural Rim,rural,16.6,24.6,85.0,24.6,0.48,444.0,7.4,20.0,61.7,0.77,13.9,909.8,0.0,20.0,80,80,66,5,80,Moderate,10.0,0,none
2026-03-14T13:21:11.364875+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,83.5,135.7,158.1,128.2,3.55,559.4,36.6,21.2,53.1,0.17,271.0,912.0,0.0,21.2,211,211,103,40,204,Very Unhealthy,26.3,0,none
2026-03-14T13:21:11.870598+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,59.4,88.3,161.1,103.6,3.04,518.5,34.8,21.7,50.2,1.86,55.8,911.6,0.0,21.7,174,174,104,35,185,Unhealthy,23.0,0,none
2026-03-14T13:21:12.378475+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,52.0,77.3,102.5,77.7,1.97,508.7,19.8,21.4,55.7,2.32,20.3,908.5,0.0,21.4,166,166,75,22,167,Unhealthy,19.1,0,none
2026-03-14T13:21:12.881173+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,30.0,48.1,104.3,44.6,1.48,492.3,18.2,22.1,63.2,0.0,302.0,908.5,0.0,22.1,132,132,75,17,123,Unhealthy for Sensitive Groups,16.1,0,none
2026-03-14T13:21:13.384913+00:00,N5_Tokha,Tokha - Rural Rim,rural,9.5,17.3,85.0,20.3,1.18,443.3,12.5,20.7,60.4,1.29,232.8,908.5,0.0,20.7,66,66,66,13,72,Moderate,9.7,0,none
2026-03-14T13:21:28.896007+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,71.1,116.3,147.8,123.7,3.76,558.4,35.2,21.4,55.4,1.65,18.4,912.6,0.0,21.4,194,194,97,43,199,Unhealthy,24.6,0,none
2026-03-14T13:21:29.403501+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,59.9,100.7,135.7,102.3,3.53,545.1,28.2,19.8,48.9,3.21,355.9,908.6,0.0,19.8,183,183,91,40,184,Unhealthy,22.7,0,none
2026-03-14T13:21:29.911920+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,46.2,80.9,119.9,78.8,2.17,481.6,25.6,21.6,53.1,1.68,115.2,910.5,0.0,21.6,169,169,83,25,167,Unhealthy,20.4,0,none
2026-03-14T13:21:30.414567+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,23.5,37.3,87.8,41.6,1.39,475.3,17.0,23.3,66.6,2.81,316.9,911.3,0.0,23.3,105,105,67,16,116,Unhealthy for Sensitive Groups,13.4,0,none
2026-03-14T13:21:30.921758+00:00,N5_Tokha,Tokha - Rural Rim,rural,15.1,23.9,73.9,21.9,1.08,445.5,7.7,19.5,63.9,2.75,199.7,908.2,0.0,19.5,79,79,60,12,75,Moderate,10.0,0,none
2026-03-15T02:29:14.317378+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,53.9,92.3,127.9,92.3,3.23,572.3,46.2,13.6,64.1,3.67,358.6,910.5,0.0,13.6,177,177,87,37,177,Unhealthy,23.7,0,none
2026-03-15T02:29:14.818832+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,48.2,72.9,155.2,72.9,2.39,538.5,27.2,13.3,65.6,2.93,166.0,912.5,0.0,13.3,163,163,101,27,163,Unhealthy,20.9,0,none
2026-03-15T02:29:15.325280+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,37.2,56.1,88.1,56.1,2.28,507.2,23.7,15.5,68.7,4.63,94.8,908.6,0.0,15.5,151,151,67,26,151,Unhealthy,18.2,0,none
2026-03-15T02:29:15.832437+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,14.8,25.6,55.3,25.6,1.8,497.0,13.0,14.7,90.5,2.9,169.8,912.0,6.37,14.7,82,82,51,20,82,Moderate,10.7,0,none
2026-03-15T02:29:16.339386+00:00,N5_Tokha,Tokha - Rural Rim,rural,9.9,17.6,73.2,17.6,1.29,452.8,11.1,12.4,82.3,2.62,153.2,910.9,0.0,12.4,67,67,60,15,67,Moderate,9.5,0,none
2026-03-15T02:29:31.854460+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,71.4,106.2,110.4,99.7,2.81,565.3,45.4,13.3,66.9,6.06,132.8,908.1,0.0,13.3,187,187,78,32,182,Unhealthy,23.9,0,none
2026-03-15T02:29:32.358384+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,51.2,92.5,178.9,83.9,3.08,529.3,29.2,13.5,63.1,2.21,206.5,909.6,0.0,13.5,177,177,113,35,171,Unhealthy,23.0,0,none
2026-03-15T02:29:32.865630+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,48.4,74.0,131.9,66.3,2.76,495.3,25.6,14.9,70.8,1.99,352.3,910.0,0.0,14.9,164,164,89,31,159,Unhealthy,20.5,0,none
2026-03-15T02:29:33.372953+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,27.9,45.3,88.9,38.2,1.95,471.2,21.9,16.6,73.4,2.91,129.7,909.6,0.0,16.6,125,125,68,22,108,Unhealthy for Sensitive Groups,15.8,0,none
2026-03-15T02:29:33.881417+00:00,N5_Tokha,Tokha - Rural Rim,rural,8.2,12.4,78.6,14.5,1.06,455.5,5.7,12.8,85.7,3.72,105.8,908.6,0.0,12.8,63,57,63,12,61,Moderate,8.1,0,none
2026-03-15T02:29:49.396967+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,53.5,96.5,126.8,98.5,3.67,549.3,38.5,14.5,70.9,4.4,182.2,910.3,0.0,14.5,180,180,87,42,181,Unhealthy,23.4,0,none
2026-03-15T02:29:49.900612+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,53.1,94.0,138.5,88.2,3.32,507.9,24.2,13.7,63.8,1.63,261.8,908.7,0.0,13.7,178,178,92,38,174,Unhealthy,21.9,0,none
2026-03-15T02:29:50.407799+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,52.5,79.4,133.1,72.4,2.13,494.8,18.5,15.0,62.4,2.82,198.2,909.9,0.0,15.0,168,168,90,24,163,Unhealthy,19.9,0,none
2026-03-15T02:29:50.912319+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,112.5,176.0,384.6,117.2,8.74,479.1,24.1,15.5,69.8,2.44,114.2,912.5,0.0,15.5,251,251,243,93,194,Very Unhealthy,35.9,1,waste_burning
2026-03-15T02:29:51.420117+00:00,N5_Tokha,Tokha - Rural Rim,rural,10.0,14.8,56.2,14.7,0.91,445.2,5.3,13.3,78.3,3.29,93.8,908.3,0.0,13.3,62,62,52,10,61,Moderate,8.0,0,none
2026-03-15T02:30:06.932337+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,76.9,117.9,103.6,105.3,3.61,550.9,39.1,14.4,69.5,3.1,312.0,909.6,0.0,14.4,195,195,75,41,186,Unhealthy,24.2,0,none
2026-03-15T02:30:07.439504+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,48.7,85.3,151.0,87.2,2.96,527.9,30.3,13.4,62.1,1.63,27.6,910.2,0.0,13.4,172,172,99,34,173,Unhealthy,22.1,0,none
2026-03-15T02:30:07.949173+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,41.6,73.1,103.7,72.7,2.17,490.7,27.0,15.0,69.4,2.57,271.4,909.5,0.0,15.0,163,163,75,25,163,Unhealthy,19.7,0,none
2026-03-15T02:30:08.456420+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,107.0,170.8,335.5,145.8,8.39,470.3,23.8,16.2,75.2,3.45,50.2,911.0,0.0,16.2,246,246,191,90,221,Very Unhealthy,33.3,1,waste_burning
2026-03-15T02:30:08.964746+00:00,N5_Tokha,Tokha - Rural Rim,rural,12.4,20.6,62.9,17.3,0.91,454.8,11.7,13.2,78.2,3.23,347.9,913.1,0.0,13.2,72,72,55,10,66,Moderate,9.5,0,none
2026-03-15T02:30:24.479365+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,95.7,155.1,169.6,128.4,3.84,580.3,49.1,14.2,65.7,0.0,296.4,911.4,0.0,14.2,230,230,108,44,204,Very Unhealthy,29.4,0,none
2026-03-15T02:30:24.987361+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,283.2,440.2,693.5,269.7,14.94,516.6,40.3,13.3,62.2,1.32,233.5,908.5,0.0,13.3,500,500,500,192,389,Hazardous,71.7,1,waste_burning
2026-03-15T02:30:25.490860+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,49.3,73.6,96.5,73.0,2.91,517.8,18.7,14.9,71.4,2.83,128.6,912.8,0.0,14.9,164,164,72,33,163,Unhealthy,19.2,0,none
2026-03-15T02:30:25.997580+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,117.8,190.1,394.4,168.7,8.41,464.3,17.6,15.4,67.1,1.89,158.4,908.5,0.0,15.4,265,265,258,90,244,Very Unhealthy,36.9,1,waste_burning
2026-03-15T02:30:26.504753+00:00,N5_Tokha,Tokha - Rural Rim,rural,7.5,13.6,65.2,15.7,0.9,459.4,13.7,12.6,79.5,2.75,0.9,909.3,0.0,12.6,59,59,56,10,63,Moderate,8.7,0,none
2026-03-15T02:30:42.015832+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,69.8,116.1,143.4,123.2,3.83,533.7,35.0,13.8,66.2,2.33,274.8,910.0,0.0,13.8,193,193,95,44,198,Unhealthy,24.5,0,none
2026-03-15T02:30:42.519325+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,262.0,388.9,653.8,330.2,15.06,538.2,39.2,13.3,65.7,2.89,349.4,909.2,0.0,13.3,500,500,500,194,500,Hazardous,71.7,1,waste_burning
2026-03-15T02:30:43.026974+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,51.5,81.4,113.9,76.0,2.52,505.2,26.8,14.3,71.1,2.61,250.7,911.6,0.0,14.3,169,169,80,29,165,Unhealthy,20.6,0,none
2026-03-15T02:30:43.531997+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,124.2,205.1,422.5,187.2,8.31,482.3,28.7,15.3,75.7,0.68,16.6,910.4,0.0,15.3,298,280,298,89,262,Very Unhealthy,40.8,1,waste_burning
2026-03-15T02:30:44.039551+00:00,N5_Tokha,Tokha - Rural Rim,rural,3.8,6.7,50.5,11.1,1.39,442.3,5.0,11.6,99.0,2.69,304.9,909.8,6.51,11.6,47,37,47,16,55,Good,6.0,0,none
2026-03-15T03:07:43.162412+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,56.9,101.0,130.7,101.0,3.51,542.3,38.6,15.6,66.9,3.57,64.1,908.4,0.0,15.6,183,183,88,40,183,Unhealthy,23.6,0,none
2026-03-15T03:07:43.667121+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,65.6,97.8,161.3,97.8,3.27,503.5,30.2,13.7,59.3,2.72,113.7,908.6,0.0,13.7,181,181,104,37,181,Unhealthy,23.1,0,none
2026-03-15T03:07:44.174703+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,52.3,80.1,133.2,80.1,2.51,496.5,16.7,15.7,73.2,0.77,51.1,908.0,0.0,15.7,168,168,90,29,168,Unhealthy,19.9,0,none
2026-03-15T03:07:44.675870+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,22.4,33.6,80.7,33.6,1.67,484.8,27.8,16.5,73.5,2.66,287.4,908.7,0.0,16.5,97,97,64,19,97,Moderate,13.9,0,none
2026-03-15T03:07:45.182421+00:00,N5_Tokha,Tokha - Rural Rim,rural,11.2,18.0,86.5,18.0,1.18,456.2,10.3,13.5,81.1,1.37,267.8,910.0,0.0,13.5,68,68,67,13,68,Moderate,9.7,0,none
2026-03-15T03:08:00.694744+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,73.5,131.7,163.0,118.4,3.83,522.2,42.7,15.4,63.6,1.2,277.3,909.1,0.0,15.4,207,207,105,44,195,Very Unhealthy,26.8,0,none
2026-03-15T03:08:01.200483+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,65.8,115.1,170.1,107.2,3.12,547.1,35.0,13.3,62.9,0.08,45.9,910.4,0.0,13.3,193,193,108,35,187,Unhealthy,24.7,0,none
2026-03-15T03:08:01.703095+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,41.4,73.4,133.8,76.6,2.62,500.7,25.4,15.8,65.8,1.99,122.7,909.4,0.0,15.8,164,164,90,30,166,Unhealthy,20.5,0,none
2026-03-15T03:08:02.206824+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,28.2,43.3,93.6,39.1,2.04,479.6,14.9,17.2,77.7,3.09,19.8,912.8,0.0,17.2,120,120,70,23,110,Unhealthy for Sensitive Groups,14.8,0,none
2026-03-15T03:08:02.713056+00:00,N5_Tokha,Tokha - Rural Rim,rural,14.1,25.0,72.4,22.1,0.51,446.7,5.0,12.5,75.4,1.11,147.3,908.4,0.0,12.5,81,81,60,6,75,Moderate,9.6,0,none
2026-03-15T03:08:18.224570+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,86.9,129.5,159.4,123.1,3.28,545.3,42.3,14.4,68.5,1.08,115.3,907.5,0.0,14.4,205,205,103,37,198,Very Unhealthy,26.2,0,none
2026-03-15T03:08:18.731905+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,55.9,94.0,150.6,102.0,2.78,535.3,33.1,14.6,63.2,2.13,245.8,911.8,0.0,14.6,178,178,98,32,184,Unhealthy,22.8,0,none
2026-03-15T03:08:19.237241+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,58.5,92.1,140.7,82.8,2.21,481.9,28.7,15.2,67.0,0.15,90.2,911.4,0.0,15.2,177,177,93,25,170,Unhealthy,21.8,0,none
2026-03-15T03:08:19.742131+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,30.7,48.5,95.9,43.6,1.72,493.4,12.3,16.7,71.9,1.76,354.0,910.2,0.0,16.7,133,133,71,20,121,Unhealthy for Sensitive Groups,15.5,0,none
2026-03-15T03:08:20.247030+00:00,N5_Tokha,Tokha - Rural Rim,rural,12.0,21.2,57.6,21.7,0.88,444.3,9.4,13.2,81.2,4.83,140.4,909.8,0.0,13.2,74,74,52,10,74,Moderate,9.3,0,none
2026-03-15T03:08:35.756200+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,69.7,115.7,118.7,120.5,3.38,564.9,39.2,15.0,67.5,3.06,202.0,908.8,0.0,15.0,193,193,83,38,197,Unhealthy,24.2,0,none
2026-03-15T03:08:36.260157+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,43.0,71.3,164.0,87.9,2.83,516.7,35.0,14.5,62.6,3.29,116.5,909.1,0.0,14.5,162,162,105,32,174,Unhealthy,21.9,0,none
2026-03-15T03:08:36.766271+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,48.2,79.1,121.2,81.6,2.66,514.2,21.9,14.9,67.3,2.25,32.8,909.4,0.0,14.9,168,168,84,30,169,Unhealthy,20.2,0,none
2026-03-15T03:08:37.273716+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,31.7,46.7,89.4,44.8,1.28,501.2,30.8,15.8,76.7,2.47,304.5,910.7,0.0,15.8,129,129,68,15,124,Unhealthy for Sensitive Groups,16.7,0,none
2026-03-15T03:08:37.781322+00:00,N5_Tokha,Tokha - Rural Rim,rural,10.3,17.6,79.5,20.1,1.56,449.8,8.1,13.3,82.6,1.59,65.2,909.2,0.0,13.3,67,67,63,18,71,Moderate,9.4,0,none
2026-03-15T03:08:53.289747+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,60.6,98.5,129.4,113.3,3.58,582.8,40.7,15.4,66.6,4.39,202.5,909.4,0.0,15.4,181,181,88,41,192,Unhealthy,23.7,0,none
2026-03-15T03:08:53.792496+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,66.9,108.1,179.8,96.4,3.31,523.6,30.1,14.3,61.8,2.47,343.5,910.1,0.0,14.3,188,188,113,38,180,Unhealthy,24.1,0,none
2026-03-15T03:08:54.299890+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,52.9,89.7,133.2,84.0,2.91,507.6,19.7,15.7,69.1,0.53,230.4,910.6,0.0,15.7,175,175,90,33,171,Unhealthy,20.9,0,none
2026-03-15T03:08:54.805531+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,19.9,32.4,85.4,40.1,1.92,467.5,20.2,16.9,77.3,4.39,326.6,906.3,0.0,16.9,94,94,66,22,112,Moderate,13.1,0,none
2026-03-15T03:08:55.312367+00:00,N5_Tokha,Tokha - Rural Rim,rural,15.7,23.1,77.4,21.2,1.48,466.3,7.4,13.2,78.8,2.36,313.4,911.3,0.0,13.2,77,77,62,17,74,Moderate,10.1,0,none
2026-03-15T03:09:10.817371+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,132.7,237.0,253.9,174.1,12.85,547.3,109.4,15.9,64.8,4.23,13.7,909.7,0.0,15.9,324,324,150,157,249,Hazardous,49.1,1,traffic_jam
2026-03-15T03:09:11.323487+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,43.1,63.6,134.9,81.4,2.91,549.8,28.3,13.3,63.8,4.3,329.6,907.5,0.0,13.3,157,157,91,33,169,Unhealthy,20.4,0,none
2026-03-15T03:09:11.829856+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,59.4,89.5,102.8,85.5,1.88,510.3,17.3,16.7,73.2,2.21,135.1,912.3,0.0,16.7,175,175,75,21,172,Unhealthy,19.6,0,none
2026-03-15T03:09:12.332313+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,23.0,34.4,98.2,38.1,2.26,473.5,12.3,16.9,71.0,3.05,246.8,912.2,0.0,16.9,98,98,72,26,107,Moderate,13.0,0,none
2026-03-15T03:09:12.838719+00:00,N5_Tokha,Tokha - Rural Rim,rural,13.9,22.9,63.7,21.8,1.04,452.7,5.5,13.1,78.4,1.27,247.8,909.5,0.0,13.1,77,77,55,12,75,Moderate,9.4,0,none
2026-03-15T03:09:28.349973+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,172.4,280.0,282.4,227.5,12.6,546.5,109.7,14.4,69.6,2.45,187.8,911.6,0.0,14.4,410,410,165,153,305,Hazardous,56.5,1,traffic_jam
2026-03-15T03:09:28.854789+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,56.1,83.9,152.5,82.5,3.36,552.3,30.0,12.8,68.0,2.82,308.4,909.2,0.0,12.8,171,171,99,38,170,Unhealthy,22.2,0,none
2026-03-15T03:09:29.361330+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,37.3,62.0,91.5,77.9,2.38,501.1,21.1,15.8,70.1,4.22,308.7,909.2,0.0,15.8,156,156,69,27,167,Unhealthy,18.4,0,none
2026-03-15T03:09:29.863588+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,24.5,37.7,96.7,37.9,1.53,487.2,18.2,16.8,76.9,3.18,182.1,909.8,0.0,16.8,106,106,72,17,107,Unhealthy for Sensitive Groups,13.9,0,none
2026-03-15T03:09:30.369483+00:00,N5_Tokha,Tokha - Rural Rim,rural,11.4,19.8,74.2,21.1,0.68,431.2,6.0,12.9,77.3,2.54,228.1,908.2,0.0,12.9,71,71,61,8,73,Moderate,9.0,0,none
2026-03-15T03:09:45.879130+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,169.8,280.3,303.0,254.0,13.04,553.4,112.4,14.8,68.6,1.39,306.6,907.5,0.0,14.8,410,410,175,160,358,Hazardous,57.4,1,traffic_jam
2026-03-15T03:09:46.386450+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,53.8,83.8,134.2,83.1,3.24,552.3,30.0,13.6,64.5,4.57,299.5,910.8,0.0,13.6,171,171,90,37,170,Unhealthy,21.8,0,none
2026-03-15T03:09:46.890190+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,41.5,63.6,86.8,73.0,2.55,508.5,25.0,15.8,69.0,3.49,111.9,910.9,0.0,15.8,157,157,67,29,163,Unhealthy,18.9,0,none
2026-03-15T03:09:47.394586+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,18.4,33.2,90.5,36.3,2.64,483.6,20.9,16.5,74.1,1.82,225.3,908.7,0.0,16.5,96,96,69,30,103,Moderate,13.7,0,none
2026-03-15T03:09:47.901800+00:00,N5_Tokha,Tokha - Rural Rim,rural,11.5,17.8,47.7,20.1,1.18,457.1,8.6,12.2,92.9,2.94,187.2,910.8,6.05,12.2,67,67,44,13,71,Moderate,8.5,0,none
2026-03-15T03:10:03.415190+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,185.3,323.9,332.8,289.0,12.08,565.7,106.3,13.8,64.3,0.0,110.0,910.6,0.0,13.8,497,497,190,145,427,Hazardous,63.8,1,traffic_jam
2026-03-15T03:10:03.922634+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,56.0,84.2,108.1,83.6,2.98,536.6,39.8,14.0,87.0,4.4,120.5,912.4,2.54,14.0,171,171,77,34,171,Unhealthy,22.1,0,none
2026-03-15T03:10:04.427516+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,44.6,79.4,136.9,75.2,2.71,498.0,13.3,15.3,68.0,0.81,306.6,911.7,0.0,15.3,168,168,92,31,165,Unhealthy,19.7,0,none
2026-03-15T03:10:04.931716+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,21.5,37.2,70.4,36.6,1.3,477.3,17.7,16.0,96.2,1.71,212.9,910.6,2.93,16.0,105,105,59,15,104,Unhealthy for Sensitive Groups,13.1,0,none
2026-03-15T03:10:05.438080+00:00,N5_Tokha,Tokha - Rural Rim,rural,7.5,12.0,67.3,15.7,1.12,464.9,13.1,13.3,76.2,3.27,25.7,907.2,0.0,13.3,57,56,57,13,63,Moderate,8.6,0,none
2026-03-15T03:10:20.947186+00:00,N1_Kathmandu,Kathmandu - Ratna Park,urban_core,167.3,265.5,256.3,277.2,12.42,572.8,99.6,14.5,64.4,2.75,278.0,909.1,0.0,14.5,500,381,152,500,404,Hazardous,66.5,1,traffic_jam
2026-03-15T03:10:21.453055+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,35.7,58.9,137.1,71.5,3.35,529.2,42.7,13.3,79.7,1.07,162.2,910.1,5.35,13.3,153,153,92,38,162,Unhealthy,21.7,0,none
2026-03-15T03:10:21.958869+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,25.6,44.4,73.8,59.3,2.01,474.4,36.9,15.9,92.3,5.77,115.8,909.9,3.37,15.9,123,123,60,23,154,Unhealthy for Sensitive Groups,16.9,0,none
